Property_ID,Property_Name,Property_Type,Property_Status,Bedrooms,Bathrooms,Area_sqft,Parking,Furnished,Construction_Year,Listing_Price,Selling_Price,Discount (%)
P00270,Royal Enclave,Apartment,Sold,1,4,3221,No,Semi-Furnished,2014,25716464,22373323.68,13
P00271,Golden Avenue,Shop,Available,3,3,2145,No,Semi-Furnished,2005,19356480,17420832.0,10
P00272,City Square,Independent House,Under Construction,6,4,2485,No,Semi-Furnished,2008,22208445,19765516.05,11
P00273,River View,Apartment,Under Construction,2,5,4969,Yes,Unfurnished,2024,57203128,57203128.0,0
P00274,Urban Nest,Shop,Under Construction,2,4,2886,Yes,Semi-Furnished,2021,30822480,29589580.8,4
P00275,Palm Residency,Shop,Available,3,2,3966,No,Furnished,2014,41052066,36125818.08,12
P00276,Lake View,Commercial Office,Under Construction,4,5,801,No,Unfurnished,2025,9048096,8867134.08,2
P00277,Emerald Residency,Apartment,Available,6,3,1862,Yes,Unfurnished,2020,16845514,15160962.6,10
P00278,Sky Heights,Plot,Available,1,3,2318,Yes,Semi-Furnished,2011,20648744,17757919.84,14
P00279,Golden Avenue,Shop,Under Construction,5,2,3325,Yes,Semi-Furnished,2003,24405500,21232785.0,13
P00280,Sky Heights,Apartment,Under Construction,2,3,3055,No,Semi-Furnished,2025,17990895,15292260.75,15
P00281,Urban Nest,Independent House,Available,4,4,3112,Yes,Semi-Furnished,2001,13646120,13646120.0,0
P00282,Blue Horizon,Independent House,Available,6,2,2498,Yes,Unfurnished,2005,19789156,17216565.72,13
P00283,Sunshine Towers,Plot,Sold,6,2,2026,No,Semi-Furnished,2000,11613032,9987207.52,14
P00284,Silver Oak,Commercial Office,Sold,1,2,2185,No,Unfurnished,2025,7702125,7471061.25,3
P00285,Royal Enclave,Commercial Office,Sold,3,2,4248,Yes,Semi-Furnished,2021,44684712,40216240.8,10
P00286,Silver Oak,Commercial Office,Under Construction,4,5,1435,No,Semi-Furnished,2014,7642810,6954957.1,9
P00287,Golden Avenue,Commercial Office,Available,6,2,3065,Yes,Furnished,2009,13535040,12858288.0,5
P00288,City Square,Independent House,Available,5,4,3926,Yes,Unfurnished,2012,37026106,35174800.7,5
P00289,Blue Horizon,Plot,Under Construction,6,2,1866,No,Semi-Furnished,2004,10384290,9345861.0,10
P00290,Golden Avenue,Plot,Available,3,1,4469,Yes,Furnished,2012,52287300,44444205.0,15
P00291,Blue Horizon,Plot,Sold,4,4,4503,Yes,Furnished,2018,13531515,12584308.95,7
P00292,Green Residency,Independent House,Sold,2,5,2864,Yes,Semi-Furnished,2018,30401360,29489319.2,3
P00293,Sky Heights,Commercial Office,Sold,5,3,4940,Yes,Unfurnished,2014,56567940,53173863.6,6
P00294,Sky Heights,Plot,Under Construction,6,2,2938,Yes,Semi-Furnished,2008,24123918,23641439.64,2
P00295,Grand Palace,Plot,Available,2,2,3372,No,Furnished,2019,16121532,15154240.08,6
P00296,Emerald Residency,Villa,Available,5,3,4860,No,Unfurnished,2017,25553880,22998492.0,10
P00297,Palm Residency,Shop,Sold,5,3,4714,Yes,Furnished,2024,43571502,43135786.98,1
P00298,Grand Palace,Independent House,Under Construction,2,2,2545,Yes,Unfurnished,2010,16682475,14680578.0,12
P00299,Royal Enclave,Plot,Under Construction,6,3,3893,No,Semi-Furnished,2002,15669325,13789006.0,12
P00300,City Square,Commercial Office,Sold,6,3,4224,No,Semi-Furnished,2018,10728960,10514380.8,2
P00301,Urban Nest,Shop,Under Construction,6,3,1018,No,Furnished,2013,6077460,5165841.0,15
P00302,Elite Homes,Independent House,Sold,3,5,1569,No,Semi-Furnished,2021,5166717,5115049.83,1
P00303,Blue Horizon,Apartment,Sold,1,1,1794,No,Semi-Furnished,2000,17059146,16035597.24,6
P00304,River View,Shop,Available,6,3,1802,No,Furnished,2020,15145810,13934145.2,8
P00305,Elite Homes,Apartment,Under Construction,6,2,924,No,Unfurnished,2009,5854464,5093383.68,13
P00306,Sky Heights,Shop,Under Construction,1,1,2248,No,Furnished,2004,13948840,11996002.4,14
P00307,Green Residency,Apartment,Under Construction,3,1,3959,Yes,Semi-Furnished,2002,24747709,21777983.92,12
P00308,City Square,Apartment,Available,1,3,3511,No,Furnished,2012,16434991,15777591.36,4
P00309,Lake View,Apartment,Under Construction,1,5,1844,No,Semi-Furnished,2023,11045560,10603737.6,4
P00310,Golden Avenue,Plot,Under Construction,4,2,1210,Yes,Furnished,2024,5465570,4809701.6,12
P00311,Silver Oak,Independent House,Sold,2,2,2768,Yes,Furnished,2017,19841024,19841024.0,0
P00312,River View,Shop,Sold,2,5,4674,Yes,Unfurnished,2012,34316508,33973342.92,1
P00313,Urban Nest,Villa,Sold,1,2,4592,Yes,Unfurnished,2000,38646272,34781644.8,10
P00314,Silver Oak,Villa,Under Construction,4,3,4975,Yes,Semi-Furnished,2024,18382625,18382625.0,0
P00315,Sky Heights,Commercial Office,Available,3,2,826,Yes,Semi-Furnished,2016,5941418,5169033.66,13
P00316,City Square,Plot,Sold,1,5,4904,Yes,Semi-Furnished,2002,37157608,36414455.84,2
P00317,River View,Commercial Office,Available,2,5,3176,No,Unfurnished,2020,11379608,10355443.28,9
P00318,Silver Oak,Shop,Under Construction,2,1,2502,Yes,Semi-Furnished,2003,24839856,24591457.44,1
P00319,Blue Horizon,Independent House,Under Construction,6,2,1478,Yes,Unfurnished,2004,3968430,3770008.5,5
P00320,Elite Homes,Plot,Under Construction,5,3,1867,No,Furnished,2023,12887901,12501263.97,3
P00321,Elite Homes,Apartment,Sold,3,5,1023,No,Unfurnished,2018,3848526,3271247.1,15
P00322,Lake View,Plot,Sold,1,4,1867,No,Furnished,2008,7813395,7578993.15,3
P00323,City Square,Villa,Under Construction,1,1,600,Yes,Furnished,2015,5077800,4468464.0,12
P00324,Royal Enclave,Villa,Available,5,4,2339,No,Furnished,2013,18106199,16657703.08,8
P00325,Golden Avenue,Apartment,Sold,1,5,931,Yes,Furnished,2025,10194450,10092505.5,1
P00326,Sky Heights,Plot,Sold,3,3,3181,Yes,Unfurnished,2014,8366030,7445766.7,11
P00327,Palm Residency,Villa,Under Construction,3,5,2487,No,Semi-Furnished,2018,26319921,24740725.74,6
P00328,River View,Shop,Under Construction,2,2,552,No,Furnished,2007,6277344,5586836.16,11
P00329,Grand Palace,Shop,Under Construction,1,3,511,No,Unfurnished,2023,3851918,3736360.46,3
P00330,Lake View,Villa,Available,4,4,990,Yes,Unfurnished,2008,3983760,3943922.4,1
P00331,River View,Villa,Under Construction,4,3,4255,Yes,Unfurnished,2003,45868900,44034144.0,4
P00332,Grand Palace,Shop,Sold,1,5,1010,No,Unfurnished,2004,6442790,5862938.9,9
P00333,Grand Palace,Independent House,Sold,4,3,3105,No,Semi-Furnished,2007,11559915,10866320.1,6
P00334,Emerald Residency,Villa,Under Construction,1,2,1365,Yes,Semi-Furnished,2014,10435425,9078819.75,13
P00335,Lake View,Apartment,Sold,2,4,3025,No,Semi-Furnished,2003,12042525,11440398.75,5
P00336,Palm Residency,Shop,Under Construction,6,5,830,Yes,Semi-Furnished,2004,3315020,3082968.6,7
P00337,Silver Oak,Independent House,Under Construction,1,3,2631,Yes,Furnished,2012,26067948,24243191.64,7
P00338,Urban Nest,Apartment,Available,2,1,597,Yes,Furnished,2004,3430362,3018718.56,12
P00339,Blue Horizon,Independent House,Under Construction,6,1,2620,Yes,Furnished,2002,15036180,12931114.8,14
P00340,Sky Heights,Villa,Sold,1,1,4276,Yes,Furnished,2018,41032496,36108596.48,12
P00341,Green Residency,Plot,Sold,6,4,1915,No,Furnished,2005,13414575,12341409.0,8
P00342,River View,Plot,Available,1,5,2513,No,Semi-Furnished,2013,28954786,24611568.1,15
P00343,Sky Heights,Apartment,Sold,4,2,3934,Yes,Unfurnished,2025,43722476,40661902.68,7
P00344,Emerald Residency,Shop,Under Construction,1,4,3441,No,Unfurnished,2025,35924040,31972395.6,11
P00345,Lake View,Commercial Office,Sold,4,3,1973,Yes,Semi-Furnished,2019,12011624,12011624.0,0
P00346,Green Residency,Independent House,Sold,5,3,2406,Yes,Furnished,2007,15521106,14279417.52,8
P00347,Grand Palace,Commercial Office,Under Construction,1,2,3681,No,Furnished,2005,23466375,21119737.5,10
P00348,City Square,Shop,Sold,5,1,3380,Yes,Unfurnished,2006,35706320,32492751.2,9
P00349,Urban Nest,Villa,Available,1,1,2405,Yes,Furnished,2016,24846055,24846055.0,0
P00350,River View,Independent House,Under Construction,2,2,3291,Yes,Semi-Furnished,2001,9408969,9032610.24,4
P00351,City Square,Commercial Office,Available,1,5,3489,Yes,Semi-Furnished,2022,31334709,30394667.73,3
P00352,Palm Residency,Independent House,Sold,2,2,4078,No,Unfurnished,2010,21833612,19431914.68,11
P00353,Blue Horizon,Villa,Under Construction,2,4,3013,No,Furnished,2005,7619877,6705491.76,12
P00354,Green Residency,Commercial Office,Available,5,3,2309,Yes,Semi-Furnished,2004,18298825,17932848.5,2
P00355,Elite Homes,Villa,Sold,2,1,3250,No,Furnished,2008,19288750,17938537.5,7
P00356,Sky Heights,Shop,Sold,3,1,510,Yes,Semi-Furnished,2014,4781250,4542187.5,5
P00357,Urban Nest,Plot,Sold,3,5,3574,Yes,Semi-Furnished,2025,42780780,39786125.4,7
P00358,Urban Nest,Villa,Available,1,3,664,No,Semi-Furnished,2003,2466760,2220084.0,10
P00359,River View,Villa,Sold,2,1,4981,Yes,Semi-Furnished,2019,51847229,51847229.0,0
P00360,Blue Horizon,Plot,Available,5,4,1786,Yes,Furnished,2010,10478462,9849754.28,6
P00361,City Square,Plot,Under Construction,6,5,2673,No,Semi-Furnished,2007,10881783,10772965.17,1
P00362,Golden Avenue,Plot,Under Construction,4,2,946,No,Furnished,2013,3722510,3387484.1,9
P00363,Blue Horizon,Shop,Under Construction,4,2,1294,Yes,Furnished,2005,9421614,9233181.72,2
P00364,Grand Palace,Plot,Available,3,4,4357,No,Unfurnished,2008,17397501,15309800.88,12
P00365,Elite Homes,Villa,Sold,3,2,4151,Yes,Semi-Furnished,2014,42003969,38643651.48,8
P00366,Grand Palace,Villa,Sold,5,1,1738,Yes,Furnished,2021,14133416,12296071.92,13
P00367,Sunshine Towers,Commercial Office,Under Construction,1,4,4780,No,Unfurnished,2021,49133620,45694266.6,7
P00368,Palm Residency,Plot,Available,4,1,4613,Yes,Furnished,2024,45470341,43196823.95,5
P00369,Sunshine Towers,Villa,Available,2,1,3968,Yes,Unfurnished,2013,23046144,22124298.24,4
P00370,Palm Residency,Commercial Office,Sold,6,1,1212,No,Unfurnished,2012,13991328,12592195.2,10
P00371,Lake View,Independent House,Sold,1,5,4780,No,Furnished,2013,23665780,22719148.8,4
P00372,Golden Avenue,Commercial Office,Under Construction,1,1,1327,No,Unfurnished,2011,12250864,11270794.88,8
P00373,Blue Horizon,Plot,Sold,5,5,4375,Yes,Furnished,2008,39821250,38228400.0,4
P00374,Golden Avenue,Commercial Office,Under Construction,6,4,817,No,Semi-Furnished,2022,5222264,5170041.36,1
P00375,Urban Nest,Shop,Sold,3,1,3267,No,Semi-Furnished,2008,34479918,33445520.46,3
P00376,Royal Enclave,Villa,Sold,6,4,3128,No,Unfurnished,2013,12393136,11649547.84,6
P00377,Sunshine Towers,Plot,Sold,6,4,4731,No,Furnished,2016,24147024,23664083.52,2
P00378,City Square,Independent House,Under Construction,4,2,4794,Yes,Furnished,2006,27747672,27470195.28,1
P00379,Green Residency,Villa,Sold,1,3,2131,No,Semi-Furnished,2014,22961525,20206142.0,12
P00380,River View,Shop,Available,6,1,2481,No,Semi-Furnished,2019,24333648,23116965.6,5
P00381,Golden Avenue,Plot,Under Construction,3,3,1839,No,Unfurnished,2022,7319220,6660490.2,9
P00382,Silver Oak,Apartment,Available,2,5,2255,Yes,Unfurnished,2007,13275185,12213170.2,8
P00383,Silver Oak,Shop,Under Construction,1,1,4383,Yes,Unfurnished,2005,11562354,10752989.22,7
P00384,Golden Avenue,Independent House,Sold,6,3,3971,No,Semi-Furnished,2014,26319788,24740600.72,6
P00385,Palm Residency,Plot,Under Construction,5,5,3753,Yes,Furnished,2016,32392143,29476850.13,9
P00386,Blue Horizon,Independent House,Available,4,1,3254,No,Unfurnished,2010,22895144,21063532.48,8
P00387,City Square,Shop,Under Construction,3,2,1728,Yes,Furnished,2025,15759360,14183424.0,10
P00388,Royal Enclave,Shop,Under Construction,1,4,2921,No,Semi-Furnished,2012,25882981,25624151.19,1
P00389,City Square,Commercial Office,Under Construction,2,3,2321,No,Unfurnished,2011,25092331,22834021.21,9
P00390,Grand Palace,Villa,Under Construction,5,2,2906,Yes,Semi-Furnished,2004,19577722,18598835.9,5
P00391,River View,Shop,Sold,6,1,2320,No,Furnished,2023,17471920,15200570.4,13
P00392,Elite Homes,Independent House,Sold,5,3,4299,Yes,Semi-Furnished,2001,15760134,13396113.9,15
P00393,Lake View,Villa,Available,6,4,4840,No,Semi-Furnished,2001,24054800,23092608.0,4
P00394,Elite Homes,Villa,Sold,5,4,1673,No,Unfurnished,2005,6397552,5437919.2,15
P00395,Blue Horizon,Independent House,Available,3,1,538,No,Semi-Furnished,2006,2830956,2689408.2,5
P00396,Emerald Residency,Plot,Available,2,5,4052,No,Semi-Furnished,2013,41820692,36802208.96,12
P00397,Green Residency,Apartment,Under Construction,2,3,615,No,Unfurnished,2006,1717695,1717695.0,0
P00398,City Square,Shop,Available,2,3,3056,Yes,Furnished,2012,32839776,29884196.16,9
P00399,Sky Heights,Villa,Available,3,3,4234,No,Semi-Furnished,2021,19865928,17879335.2,10
P00400,Elite Homes,Plot,Available,2,4,656,Yes,Furnished,2023,3049744,2866759.36,6
P00401,Green Residency,Shop,Under Construction,5,2,1508,No,Unfurnished,2020,4692896,4129748.48,12
P00402,Palm Residency,Shop,Under Construction,5,1,892,Yes,Unfurnished,2000,2934680,2846639.6,3
P00403,Urban Nest,Plot,Sold,1,5,2570,No,Unfurnished,2004,15075620,15075620.0,0
P00404,Silver Oak,Independent House,Under Construction,1,5,2711,Yes,Semi-Furnished,2003,29498391,28613439.27,3
P00405,Sky Heights,Independent House,Available,4,2,2136,No,Unfurnished,2006,17865504,15542988.48,13
P00406,Royal Enclave,Independent House,Available,5,4,2201,No,Semi-Furnished,2007,5599344,5599344.0,0
P00407,Sky Heights,Shop,Available,5,4,1721,Yes,Unfurnished,2002,7157639,6585027.88,8
P00408,Sunshine Towers,Shop,Sold,3,3,4303,Yes,Furnished,2005,13537238,12318886.58,9
P00409,Emerald Residency,Independent House,Under Construction,3,4,1449,Yes,Furnished,2000,6907383,6562013.85,5
P00410,Elite Homes,Independent House,Sold,5,3,1261,No,Semi-Furnished,2005,5504265,4843753.2,12
P00411,Urban Nest,Plot,Sold,4,4,3954,Yes,Furnished,2004,13680840,12996798.0,5
P00412,Silver Oak,Apartment,Under Construction,4,5,4089,Yes,Unfurnished,2012,34245375,34245375.0,0
P00413,River View,Shop,Under Construction,2,4,4498,Yes,Semi-Furnished,2014,14631994,14339354.12,2
P00414,Blue Horizon,Independent House,Sold,1,5,2334,No,Unfurnished,2016,9476040,8244154.8,13
P00415,City Square,Shop,Available,4,3,3652,Yes,Unfurnished,2019,12394888,12394888.0,0
P00416,River View,Shop,Available,5,4,4561,Yes,Furnished,2024,48141355,43327219.5,10
P00417,Elite Homes,Villa,Sold,1,5,2324,No,Semi-Furnished,2007,8810284,7576844.24,14
P00418,Emerald Residency,Plot,Under Construction,4,1,4583,No,Semi-Furnished,2003,48799784,48799784.0,0
P00419,Silver Oak,Apartment,Sold,1,5,4998,Yes,Furnished,2025,37435020,35188918.8,6
P00420,Blue Horizon,Shop,Sold,3,3,944,Yes,Semi-Furnished,2010,11023088,9369624.8,15
P00421,Blue Horizon,Shop,Sold,6,4,1434,Yes,Unfurnished,2007,3635190,3271671.0,10
P00422,Grand Palace,Independent House,Under Construction,3,5,4776,No,Unfurnished,2003,15522000,14745900.0,5
P00423,Royal Enclave,Plot,Under Construction,6,4,1376,No,Unfurnished,2006,7667072,7437059.84,3
P00424,Sunshine Towers,Plot,Sold,2,3,1382,No,Furnished,2020,6243876,5369733.36,14
P00425,Blue Horizon,Plot,Under Construction,5,2,4586,Yes,Unfurnished,2023,15110870,13146456.9,13
P00426,Urban Nest,Commercial Office,Under Construction,2,5,1922,Yes,Furnished,2012,14939706,13146941.28,12
P00427,Golden Avenue,Plot,Under Construction,2,3,3759,No,Semi-Furnished,2014,17610915,16906478.4,4
P00428,Golden Avenue,Plot,Under Construction,6,5,2948,No,Unfurnished,2023,34105412,32059087.28,6
P00429,Sunshine Towers,Villa,Under Construction,6,3,3328,Yes,Unfurnished,2020,18014464,16213017.6,10
P00430,Sky Heights,Shop,Sold,5,4,3919,No,Semi-Furnished,2025,10616571,10298073.87,3
P00431,Silver Oak,Apartment,Available,1,1,2137,No,Furnished,2009,14114885,13550289.6,4
P00432,City Square,Apartment,Sold,2,5,764,No,Semi-Furnished,2003,8942620,8316636.6,7
P00433,Blue Horizon,Shop,Under Construction,4,2,4685,No,Unfurnished,2021,15315265,13477433.2,12
P00434,Silver Oak,Plot,Under Construction,3,5,940,Yes,Unfurnished,2008,5477380,4710546.8,14
P00435,River View,Villa,Under Construction,6,3,4977,Yes,Unfurnished,2006,36426663,31326930.18,14
P00436,Blue Horizon,Villa,Available,2,2,4709,Yes,Semi-Furnished,2001,44829680,41243305.6,8
P00437,Palm Residency,Commercial Office,Available,2,5,2589,Yes,Semi-Furnished,2014,13038204,12907821.96,1
P00438,River View,Villa,Sold,5,1,2967,No,Unfurnished,2017,24821922,24325483.56,2
P00439,Elite Homes,Shop,Under Construction,2,2,4764,Yes,Unfurnished,2005,44371896,39047268.48,12
P00440,Elite Homes,Apartment,Available,2,3,3212,No,Semi-Furnished,2006,35945492,30553668.2,15
P00441,Grand Palace,Commercial Office,Under Construction,1,1,3334,No,Furnished,2020,21650996,21434486.04,1
P00442,River View,Shop,Sold,4,1,3661,No,Unfurnished,2023,26113913,26113913.0,0
P00443,Grand Palace,Commercial Office,Sold,5,5,4150,No,Furnished,2009,23464100,21117690.0,10
P00444,Sky Heights,Commercial Office,Available,2,5,4868,Yes,Unfurnished,2002,28979204,27240451.76,6
P00445,Silver Oak,Shop,Available,2,5,4065,Yes,Unfurnished,2021,20402235,20402235.0,0
P00446,City Square,Plot,Sold,1,1,1100,Yes,Furnished,2025,7289700,7143906.0,2
P00447,Grand Palace,Commercial Office,Available,3,4,3678,No,Unfurnished,2012,35286732,31758058.8,10
P00448,Silver Oak,Apartment,Under Construction,1,5,548,Yes,Unfurnished,2018,1778260,1742694.8,2
P00449,River View,Independent House,Under Construction,1,3,2968,Yes,Semi-Furnished,2024,28700560,25256492.8,12
P00450,Grand Palace,Plot,Under Construction,1,4,1780,Yes,Furnished,2023,15852680,14425938.8,9
P00451,Royal Enclave,Shop,Sold,6,3,591,Yes,Furnished,2001,1525962,1342846.56,12
P00452,Lake View,Commercial Office,Available,3,2,3316,Yes,Semi-Furnished,2020,36134452,34689073.92,4
P00453,Royal Enclave,Villa,Available,5,3,2091,Yes,Furnished,2021,24661254,24414641.46,1
P00454,Urban Nest,Commercial Office,Under Construction,5,1,2881,Yes,Semi-Furnished,2003,16519654,14041705.9,15
P00455,Elite Homes,Independent House,Available,6,2,1319,No,Unfurnished,2002,7478730,6730857.0,10
P00456,Urban Nest,Plot,Sold,5,3,1748,No,Semi-Furnished,2013,9197976,9197976.0,0
P00457,Sunshine Towers,Independent House,Available,6,4,2766,No,Furnished,2021,21939912,18648925.2,15
P00458,Urban Nest,Plot,Sold,3,4,1391,Yes,Unfurnished,2019,5345613,4917963.96,8
P00459,River View,Villa,Under Construction,2,3,1126,Yes,Furnished,2016,3390386,2983539.68,12
P00460,Sunshine Towers,Commercial Office,Available,5,3,4952,No,Unfurnished,2024,24438120,21749926.8,11
P00461,Sunshine Towers,Plot,Under Construction,6,3,1596,No,Unfurnished,2016,6356868,5594043.84,12
P00462,Lake View,Independent House,Available,6,2,1858,Yes,Semi-Furnished,2005,10098230,9694300.8,4
P00463,City Square,Shop,Sold,3,1,2292,No,Furnished,2002,15656652,13934420.28,11
P00464,Green Residency,Villa,Under Construction,2,5,3459,No,Semi-Furnished,2014,11276340,11163576.6,1
P00465,Elite Homes,Shop,Available,6,5,2740,No,Unfurnished,2017,32444340,30822123.0,5
P00466,Blue Horizon,Plot,Sold,3,5,1137,No,Semi-Furnished,2007,12461520,10966137.6,12
P00467,Grand Palace,Independent House,Sold,4,4,554,Yes,Semi-Furnished,2005,3472472,3403022.56,2
P00468,Blue Horizon,Commercial Office,Sold,2,2,2031,Yes,Semi-Furnished,2019,9013578,8382627.54,7
P00469,Emerald Residency,Plot,Sold,6,1,4444,No,Semi-Furnished,2006,22846604,19876545.48,13
P00470,Sunshine Towers,Apartment,Available,2,5,1819,Yes,Unfurnished,2016,5715298,5486686.08,4
P00471,Royal Enclave,Apartment,Sold,2,5,3821,Yes,Unfurnished,2023,27297224,26751279.52,2
P00472,Urban Nest,Villa,Under Construction,4,4,1897,Yes,Semi-Furnished,2019,9177686,8718801.7,5
P00473,Blue Horizon,Commercial Office,Under Construction,3,2,3307,No,Unfurnished,2018,11994489,11154874.77,7
P00474,Silver Oak,Plot,Available,1,1,2157,No,Furnished,2019,8794089,8354384.55,5
P00475,River View,Plot,Under Construction,5,1,4853,Yes,Furnished,2015,22493655,22493655.0,0
