Property_ID,Swimming_Pool,Gym,Garden,Lift,Security,Power_Backup,Club_House,CCTV,Childrens_Play_Area
P00357,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00358,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
P00359,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00360,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00361,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00362,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00363,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P00364,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00365,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
P00366,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
P00367,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00368,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
P00369,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P00370,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00371,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00372,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00373,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P00374,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00375,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00376,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P00377,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00378,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00379,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00380,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00381,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00382,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00383,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00384,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00385,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00386,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00387,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P00388,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00389,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00390,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P00391,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00392,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00393,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00394,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00395,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P00396,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00397,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00398,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No
P00399,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
P00400,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00401,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00402,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00403,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00404,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00405,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P00406,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00407,Yes,No,No,No,Yes,Yes,Yes,No,Yes
P00408,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00409,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00410,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00411,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No
P00412,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P00413,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
P00414,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P00415,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P00416,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
P00417,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00418,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00419,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P00420,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00421,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00422,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P00423,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00424,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
P00425,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00426,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00427,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00428,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00429,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00430,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No
P00431,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00432,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00433,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00434,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00435,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00436,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00437,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes
P00438,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
P00439,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00440,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00441,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P00442,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00443,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00444,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00445,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
P00446,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00447,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00448,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00449,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00450,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00451,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00452,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00453,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00454,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes
P00455,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00456,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P00457,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
P00458,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00459,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00460,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P00461,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P00462,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00463,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00464,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P00465,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P00466,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
P00467,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00468,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00469,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00470,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P00471,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00472,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P00473,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00474,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00475,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00476,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00477,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00478,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00479,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
P00480,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00481,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P00482,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P00483,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00484,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00485,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00486,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P00487,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00488,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00489,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00490,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P00491,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes
P00492,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00493,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P00494,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00495,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P00496,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00497,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P00498,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P00499,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00500,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00501,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00502,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P00503,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00504,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00505,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P00506,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00507,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P00508,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00509,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00510,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P00511,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
P00512,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00513,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P00514,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
P00515,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00516,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00517,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00518,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00519,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00520,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00521,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00522,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00523,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00524,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00525,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00526,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00527,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P00528,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
P00529,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No
P00530,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00531,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P00532,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00533,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00534,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00535,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00536,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00537,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00538,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00539,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00540,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P00541,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00542,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00543,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P00544,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00545,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P00546,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00547,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P00548,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00549,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00550,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00551,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00552,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00553,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P00554,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P00555,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
P00556,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P00557,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P00558,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
P00559,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P00560,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00561,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00562,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P00563,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00564,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00565,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
P00566,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00567,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P00568,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00569,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00570,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P00571,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P00572,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes
P00573,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00574,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00575,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00576,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00577,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00578,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00579,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
P00580,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P00581,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P00582,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00583,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00584,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P00585,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00586,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00587,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00588,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00589,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P00590,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00591,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00592,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
P00593,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00594,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00595,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00596,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00597,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P00598,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P00599,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00600,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00601,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00602,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00603,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P00604,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00605,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00606,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00607,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00608,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00609,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00610,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
P00611,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P00612,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00613,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P00614,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00615,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
P00616,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00617,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P00618,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00619,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00620,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00621,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00622,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P00623,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
P00624,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00625,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00626,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00627,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P00628,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00629,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00630,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00631,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00632,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00633,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P00634,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P00635,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P00636,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00637,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P00638,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P00639,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00640,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes
P00641,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00642,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00643,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
P00644,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00645,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P00646,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes
P00647,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00648,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00649,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00650,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P00651,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
P00652,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00653,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
P00654,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P00655,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00656,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00657,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00658,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00659,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00660,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00661,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00662,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00663,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00664,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
P00665,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00666,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P00667,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00668,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00669,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P00670,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00671,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P00672,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P00673,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00674,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00675,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00676,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00677,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00678,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00679,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00680,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P00681,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P00682,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P00683,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00684,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00685,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00686,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00687,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P00688,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes
P00689,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00690,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00691,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P00692,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No
P00693,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00694,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00695,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P00696,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P00697,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes
P00698,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P00699,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00700,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00701,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00702,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00703,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00704,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00705,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00706,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P00707,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00708,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P00709,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
P00710,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00711,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00712,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P00713,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
