Property_ID,City,State,Locality,Zip_Code,Latitude,Longitude
P00393,Kolkata,West Bengal,New Town,349480,13.567878,86.274689
P00394,Ghaziabad,Uttar Pradesh,Central Area,695375,13.123722,68.009189
P00395,Hyderabad,Telangana,Kukatpally,942222,17.172333,70.610796
P00396,Nagpur,Maharashtra,Central Area,522343,8.782982,82.962484
P00397,Udaipur,Rajasthan,Central Area,777199,31.560537,90.356672
P00398,Delhi,Delhi,Karol Bagh,404581,24.460546,90.233571
P00399,Mumbai,Maharashtra,Bandra,566707,30.701376,70.054758
P00400,Patna,Bihar,Boring Road,296459,16.765324,77.054944
P00401,Ahmedabad,Gujarat,Navrangpura,313375,34.200745,82.485869
P00402,Ghaziabad,Uttar Pradesh,Central Area,679810,11.560752,93.42515
P00403,Nagpur,Maharashtra,Central Area,776470,26.658717,93.041806
P00404,Warangal,Telangana,Central Area,611790,34.698282,70.547088
P00405,Noida,Uttar Pradesh,Sector 62,179482,12.903749,82.508509
P00406,Hyderabad,Telangana,Madhapur,219468,19.944926,94.82114
P00407,Chennai,Tamil Nadu,Velachery,416704,32.618017,89.990039
P00408,Lucknow,Uttar Pradesh,Aliganj,495635,9.781938,85.173196
P00409,Jaipur,Rajasthan,Mansarovar,671844,13.139585,77.095451
P00410,Bengaluru,Karnataka,Indiranagar,691591,24.070632,95.70402
P00411,Lucknow,Uttar Pradesh,Aliganj,776966,25.540538,93.086144
P00412,Ranchi,Jharkhand,Harmu,532251,23.920426,78.696218
P00413,Kochi,Kerala,Marine Drive,788710,30.622919,71.51464
P00414,Lucknow,Uttar Pradesh,Gomti Nagar,115105,16.992224,77.401224
P00415,Jamshedpur,Jharkhand,Central Area,374786,29.363419,93.704916
P00416,Chennai,Tamil Nadu,OMR,151951,15.084087,73.190668
P00417,Bhopal,Madhya Pradesh,Central Area,516418,25.264829,72.27524
P00418,Lucknow,Uttar Pradesh,Aliganj,300517,19.010339,73.955436
P00419,Mumbai,Maharashtra,Andheri,413491,27.536415,73.189596
P00420,Mumbai,Maharashtra,Andheri,749276,10.121878,78.574493
P00421,Bengaluru,Karnataka,HSR Layout,766123,22.445611,71.455275
P00422,Warangal,Telangana,Central Area,581744,27.541642,90.837811
P00423,Bengaluru,Karnataka,Electronic City,638479,34.800653,68.940009
P00424,Coimbatore,Tamil Nadu,Central Area,231148,17.661253,89.447594
P00425,Mumbai,Maharashtra,Powai,883459,30.537086,95.598944
P00426,Hyderabad,Telangana,Gachibowli,429014,14.587581,79.555936
P00427,Pune,Maharashtra,Hinjewadi,893905,19.448799,70.367122
P00428,Bengaluru,Karnataka,Indiranagar,860256,16.484384,81.939919
P00429,Thiruvananthapuram,Kerala,Central Area,107274,15.959883,75.386374
P00430,Vadodara,Gujarat,Central Area,604275,10.247349,69.296117
P00431,Udaipur,Rajasthan,Central Area,605276,23.282972,83.37786
P00432,Surat,Gujarat,Central Area,375641,34.606885,87.211873
P00433,Udaipur,Rajasthan,Central Area,482202,19.560563,73.830057
P00434,Chennai,Tamil Nadu,Velachery,983712,28.055095,96.369651
P00435,Udaipur,Rajasthan,Central Area,862890,8.657168,71.42219
P00436,Noida,Uttar Pradesh,Sector 18,864156,14.537252,94.413798
P00437,Pune,Maharashtra,Baner,328529,13.045322,93.084922
P00438,Delhi,Delhi,Saket,847073,28.45313,91.19979
P00439,Lucknow,Uttar Pradesh,Hazratganj,130152,29.458432,68.011985
P00440,Patna,Bihar,Boring Road,399549,33.70142,88.607077
P00441,Nagpur,Maharashtra,Central Area,188967,23.996275,76.620701
P00442,Mysuru,Karnataka,Central Area,237753,21.554917,74.845906
P00443,Chandigarh,Chandigarh,Central Area,445185,14.17889,74.963478
P00444,Vadodara,Gujarat,Central Area,111654,10.821315,87.420504
P00445,Chennai,Tamil Nadu,Anna Nagar,676308,11.382199,80.747909
P00446,Warangal,Telangana,Central Area,389296,29.668775,88.044418
P00447,Warangal,Telangana,Central Area,473192,19.21816,93.144669
P00448,Patna,Bihar,Bailey Road,423460,25.24194,79.683551
P00449,Lucknow,Uttar Pradesh,Gomti Nagar,288859,29.769181,88.458977
P00450,Bengaluru,Karnataka,Electronic City,824231,31.136575,95.706363
P00451,Howrah,West Bengal,Central Area,637331,32.497892,71.602459
P00452,Bhopal,Madhya Pradesh,Central Area,841078,11.396925,91.5746
P00453,Chennai,Tamil Nadu,Velachery,185030,34.239633,76.576598
P00454,Udaipur,Rajasthan,Central Area,318247,30.215687,89.711412
P00455,Patna,Bihar,Kankarbagh,577592,20.579045,76.90012
P00456,Coimbatore,Tamil Nadu,Central Area,708325,20.462254,83.063794
P00457,Bhubaneswar,Odisha,Khandagiri,338056,18.232499,73.109452
P00458,Nagpur,Maharashtra,Central Area,982562,10.64064,94.226133
P00459,Nagpur,Maharashtra,Central Area,295357,14.671078,89.560593
P00460,Ahmedabad,Gujarat,Satellite,683685,14.182733,90.131082
P00461,Bhopal,Madhya Pradesh,Central Area,252483,30.809173,94.045424
P00462,Jamshedpur,Jharkhand,Central Area,163224,28.123651,92.922625
P00463,Ranchi,Jharkhand,Morabadi,519050,29.423823,95.177452
P00464,Chandigarh,Chandigarh,Central Area,575055,21.903491,68.081405
P00465,Bengaluru,Karnataka,HSR Layout,983365,21.249461,86.335714
P00466,Cuttack,Odisha,Central Area,940878,13.993207,84.797837
P00467,Kolkata,West Bengal,Park Street,228089,27.529502,83.985113
P00468,Ranchi,Jharkhand,Harmu,117998,10.748074,81.263198
P00469,Mysuru,Karnataka,Central Area,312267,22.521784,83.398977
P00470,Noida,Uttar Pradesh,Sector 62,197302,24.778882,92.880863
P00471,Mumbai,Maharashtra,Bandra,633763,34.68486,75.076492
P00472,Coimbatore,Tamil Nadu,Central Area,360080,8.755408,78.195517
P00473,Patna,Bihar,Bailey Road,161983,10.104674,70.074856
P00474,Nagpur,Maharashtra,Central Area,266824,33.523314,86.266817
P00475,Chennai,Tamil Nadu,Anna Nagar,290985,16.650944,75.1936
P00476,Nagpur,Maharashtra,Central Area,816790,26.762863,92.475013
P00477,Hyderabad,Telangana,Madhapur,756050,23.390293,91.511329
P00478,Vadodara,Gujarat,Central Area,976451,30.309429,77.51693
P00479,Bengaluru,Karnataka,HSR Layout,830114,25.795822,77.743898
P00480,Thiruvananthapuram,Kerala,Central Area,438487,32.161426,72.844505
P00481,Nagpur,Maharashtra,Central Area,673459,27.269944,77.117617
P00482,Surat,Gujarat,Central Area,409777,30.167734,83.135666
P00483,Bengaluru,Karnataka,Indiranagar,668527,21.056641,82.865561
P00484,Ghaziabad,Uttar Pradesh,Central Area,942030,8.941757,87.135945
P00485,Chandigarh,Chandigarh,Central Area,150025,34.314406,84.946866
P00486,Hyderabad,Telangana,Madhapur,284554,32.140452,92.892778
P00487,Jaipur,Rajasthan,Vaishali Nagar,191928,24.31523,88.399928
P00488,Ahmedabad,Gujarat,SG Highway,969079,22.478304,73.036053
P00489,Kochi,Kerala,Kakkanad,606037,15.200985,75.949793
P00490,Ranchi,Jharkhand,Lalpur,378102,11.409347,75.765452
P00491,Chandigarh,Chandigarh,Central Area,856537,8.518354,75.486188
P00492,Delhi,Delhi,Saket,670615,17.45673,85.387824
P00493,Coimbatore,Tamil Nadu,Central Area,186038,22.824283,85.154101
P00494,Mysuru,Karnataka,Central Area,392689,20.566777,94.484339
P00495,Jaipur,Rajasthan,Malviya Nagar,434967,29.060568,81.028329
P00496,Lucknow,Uttar Pradesh,Gomti Nagar,558704,14.281244,78.835628
P00497,Bhopal,Madhya Pradesh,Central Area,171423,26.14044,92.989436
P00498,Ahmedabad,Gujarat,Satellite,505518,14.330845,76.890108
P00499,Patna,Bihar,Kankarbagh,674780,20.792955,85.545
P00500,Howrah,West Bengal,Central Area,494970,12.847873,86.62569
P00501,Jaipur,Rajasthan,Vaishali Nagar,262831,11.56836,94.602104
P00502,Jaipur,Rajasthan,Mansarovar,270376,33.240859,82.870394
P00503,Cuttack,Odisha,Central Area,676887,11.712789,76.707167
P00504,Chennai,Tamil Nadu,Anna Nagar,849623,30.363186,90.281068
P00505,Ghaziabad,Uttar Pradesh,Central Area,910495,12.156971,95.401488
P00506,Vadodara,Gujarat,Central Area,817657,27.239296,85.372336
P00507,Kolkata,West Bengal,Park Street,775624,25.777023,78.00068
P00508,Ahmedabad,Gujarat,Satellite,623946,33.672731,81.992581
P00509,Indore,Madhya Pradesh,Central Area,172291,22.058309,70.66822
P00510,Udaipur,Rajasthan,Central Area,669711,27.128327,88.593743
P00511,Noida,Uttar Pradesh,Sector 18,716084,26.876265,78.487943
P00512,Noida,Uttar Pradesh,Sector 18,475389,23.941158,80.217273
P00513,Hyderabad,Telangana,Gachibowli,375088,24.546313,93.868388
P00514,Howrah,West Bengal,Central Area,742482,30.39685,82.231524
P00515,Udaipur,Rajasthan,Central Area,762767,23.488418,87.385568
P00516,Jamshedpur,Jharkhand,Central Area,944512,21.81403,71.010984
P00517,Delhi,Delhi,Rohini,951452,10.337177,92.588493
P00518,Indore,Madhya Pradesh,Central Area,479634,25.340737,68.452777
P00519,Lucknow,Uttar Pradesh,Hazratganj,619433,11.725343,94.760823
P00520,Bengaluru,Karnataka,Indiranagar,381928,8.848931,92.814905
P00521,Ahmedabad,Gujarat,SG Highway,131406,12.814687,70.585225
P00522,Cuttack,Odisha,Central Area,284824,9.611698,76.188222
P00523,Hyderabad,Telangana,Madhapur,236811,31.115138,89.412312
P00524,Noida,Uttar Pradesh,Sector 18,556168,25.694164,75.186943
P00525,Nagpur,Maharashtra,Central Area,595344,12.872372,84.268754
P00526,Jamshedpur,Jharkhand,Central Area,441949,11.23078,95.492987
P00527,Patna,Bihar,Bailey Road,835675,11.636485,86.495506
P00528,Thiruvananthapuram,Kerala,Central Area,108266,28.852512,75.389265
P00529,Warangal,Telangana,Central Area,736779,13.373328,84.359115
P00530,Ahmedabad,Gujarat,Navrangpura,258504,32.777918,90.728419
P00531,Coimbatore,Tamil Nadu,Central Area,737945,30.944291,80.55127
P00532,Surat,Gujarat,Central Area,877524,34.645838,88.888585
P00533,Udaipur,Rajasthan,Central Area,836878,21.399148,77.973399
P00534,Bhubaneswar,Odisha,Saheed Nagar,224198,10.315301,76.540033
P00535,Bhubaneswar,Odisha,Khandagiri,515607,12.509611,80.836459
P00536,Mysuru,Karnataka,Central Area,755201,20.096477,85.704042
P00537,Coimbatore,Tamil Nadu,Central Area,606462,29.582123,90.373334
P00538,Mumbai,Maharashtra,Bandra,833871,32.947942,80.462799
P00539,Bhubaneswar,Odisha,Saheed Nagar,357597,32.405674,68.432967
P00540,Bhubaneswar,Odisha,Patia,216737,28.589816,92.600362
P00541,Jamshedpur,Jharkhand,Central Area,611298,14.093532,68.29454
P00542,Chennai,Tamil Nadu,Anna Nagar,296887,32.514366,85.081767
P00543,Lucknow,Uttar Pradesh,Hazratganj,794650,13.669534,82.121896
P00544,Cuttack,Odisha,Central Area,404043,19.061024,82.215513
P00545,Coimbatore,Tamil Nadu,Central Area,434373,33.178605,76.704128
P00546,Pune,Maharashtra,Wakad,496126,18.576049,76.26674
P00547,Cuttack,Odisha,Central Area,560787,8.977593,73.699654
P00548,Udaipur,Rajasthan,Central Area,421516,15.239222,95.717022
P00549,Nagpur,Maharashtra,Central Area,266658,26.153454,85.072272
P00550,Pune,Maharashtra,Kothrud,515534,20.778206,91.570363
P00551,Hyderabad,Telangana,Gachibowli,499155,26.876115,85.930517
P00552,Warangal,Telangana,Central Area,647762,16.704807,89.888996
P00553,Hyderabad,Telangana,Gachibowli,551770,22.050326,84.094563
P00554,Ahmedabad,Gujarat,SG Highway,783437,13.626873,92.357496
P00555,Udaipur,Rajasthan,Central Area,814993,13.462011,94.736409
P00556,Noida,Uttar Pradesh,Sector 18,520301,12.966084,75.898513
P00557,Thiruvananthapuram,Kerala,Central Area,294567,9.809419,81.957099
P00558,Bhubaneswar,Odisha,Khandagiri,160731,11.468873,93.808459
P00559,Lucknow,Uttar Pradesh,Aliganj,925395,26.900621,87.708438
P00560,Cuttack,Odisha,Central Area,911826,20.184009,70.89578
P00561,Mumbai,Maharashtra,Bandra,793776,34.077381,95.358396
P00562,Kochi,Kerala,Kakkanad,688693,24.254221,84.596439
P00563,Udaipur,Rajasthan,Central Area,759655,17.817463,81.68128
P00564,Hyderabad,Telangana,Kukatpally,209784,15.178101,78.604257
P00565,Surat,Gujarat,Central Area,474450,13.163422,76.647815
P00566,Mumbai,Maharashtra,Powai,667531,27.578347,94.334811
P00567,Delhi,Delhi,Rohini,719671,16.485425,74.434543
P00568,Kolkata,West Bengal,Salt Lake,349309,21.262328,80.730311
P00569,Bengaluru,Karnataka,Indiranagar,291920,14.950538,92.182893
P00570,Jamshedpur,Jharkhand,Central Area,255600,31.709734,91.006246
P00571,Bengaluru,Karnataka,HSR Layout,659740,17.294383,96.621983
P00572,Kolkata,West Bengal,Park Street,380771,29.841657,73.748571
P00573,Delhi,Delhi,Rohini,380709,30.005483,90.954919
P00574,Vadodara,Gujarat,Central Area,704849,26.734815,88.470461
P00575,Pune,Maharashtra,Wakad,601350,9.671848,91.102211
P00576,Vadodara,Gujarat,Central Area,981419,25.715319,68.173859
P00577,Bengaluru,Karnataka,Indiranagar,202187,18.131434,86.053878
P00578,Chandigarh,Chandigarh,Central Area,883314,10.461987,91.735459
P00579,Chennai,Tamil Nadu,OMR,365808,33.497543,73.491428
P00580,Ranchi,Jharkhand,Harmu,666198,19.771184,89.307735
P00581,Warangal,Telangana,Central Area,191831,11.837662,71.398461
P00582,Nagpur,Maharashtra,Central Area,160453,21.137257,79.757051
P00583,Bengaluru,Karnataka,Whitefield,406335,23.440522,68.396451
P00584,Ahmedabad,Gujarat,Satellite,420125,13.924087,79.646415
P00585,Cuttack,Odisha,Central Area,522021,8.049805,80.33237
P00586,Ranchi,Jharkhand,Harmu,165381,34.669265,73.065885
P00587,Ahmedabad,Gujarat,Satellite,506844,31.344057,88.823722
P00588,Coimbatore,Tamil Nadu,Central Area,805329,15.680864,79.192452
P00589,Jamshedpur,Jharkhand,Central Area,874559,21.982866,74.713434
P00590,Hyderabad,Telangana,Kukatpally,555345,34.047359,69.921606
P00591,Jaipur,Rajasthan,Vaishali Nagar,753615,30.614871,74.592708
P00592,Chandigarh,Chandigarh,Central Area,523482,20.446642,83.167271
P00593,Vadodara,Gujarat,Central Area,761177,19.080878,76.217368
P00594,Bengaluru,Karnataka,Whitefield,837178,12.484425,75.998149
P00595,Indore,Madhya Pradesh,Central Area,499066,8.481096,68.672366
P00596,Howrah,West Bengal,Central Area,813402,20.689347,72.903581
P00597,Hyderabad,Telangana,Gachibowli,422207,32.639285,70.100329
P00598,Ahmedabad,Gujarat,SG Highway,210266,27.749464,90.487567
P00599,Noida,Uttar Pradesh,Sector 18,117826,21.320261,83.529057
P00600,Warangal,Telangana,Central Area,560618,13.800721,96.539417
P00601,Bhopal,Madhya Pradesh,Central Area,441824,8.129394,91.354858
P00602,Ghaziabad,Uttar Pradesh,Central Area,552700,20.86783,89.316425
P00603,Noida,Uttar Pradesh,Sector 62,802664,22.791434,71.819603
P00604,Howrah,West Bengal,Central Area,367109,19.231127,79.243215
P00605,Jaipur,Rajasthan,Vaishali Nagar,592184,10.158046,84.464571
P00606,Bengaluru,Karnataka,HSR Layout,422216,34.378376,83.846942
P00607,Bhubaneswar,Odisha,Khandagiri,646019,26.605754,86.672635
P00608,Udaipur,Rajasthan,Central Area,840578,28.419571,96.303397
P00609,Udaipur,Rajasthan,Central Area,985210,12.211537,75.732937
P00610,Chennai,Tamil Nadu,Velachery,999856,19.251704,87.157888
P00611,Bhopal,Madhya Pradesh,Central Area,386500,23.949688,95.761119
P00612,Thiruvananthapuram,Kerala,Central Area,528350,23.279637,68.636758
P00613,Chennai,Tamil Nadu,OMR,793618,18.296337,83.509097
P00614,Kolkata,West Bengal,New Town,417130,33.523367,70.341118
P00615,Mysuru,Karnataka,Central Area,722532,26.89342,71.343197
P00616,Bengaluru,Karnataka,Whitefield,815843,12.978826,84.222156
P00617,Patna,Bihar,Bailey Road,337119,32.871524,72.667243
P00618,Pune,Maharashtra,Wakad,962450,30.595384,95.974356
P00619,Howrah,West Bengal,Central Area,422434,19.522402,90.150747
P00620,Jaipur,Rajasthan,Mansarovar,987488,9.662641,73.571603
P00621,Nagpur,Maharashtra,Central Area,635863,19.08704,85.306209
P00622,Nagpur,Maharashtra,Central Area,882815,11.828412,76.114551
P00623,Jaipur,Rajasthan,Mansarovar,458655,31.022202,96.904627
P00624,Ghaziabad,Uttar Pradesh,Central Area,337355,27.339325,80.382146
P00625,Kochi,Kerala,Kakkanad,249624,32.520011,95.787406
P00626,Jaipur,Rajasthan,Malviya Nagar,802115,17.429937,94.742535
P00627,Howrah,West Bengal,Central Area,583135,27.727899,68.228238
P00628,Jaipur,Rajasthan,Mansarovar,774551,31.748094,75.86258
P00629,Ghaziabad,Uttar Pradesh,Central Area,380050,11.449607,93.098338
P00630,Howrah,West Bengal,Central Area,154119,17.918532,95.054757
P00631,Noida,Uttar Pradesh,Sector 18,912854,21.875843,93.102099
P00632,Kolkata,West Bengal,New Town,726144,9.638733,80.017666
P00633,Chandigarh,Chandigarh,Central Area,824460,10.859951,70.888711
P00634,Mysuru,Karnataka,Central Area,498012,30.749108,71.928975
P00635,Nagpur,Maharashtra,Central Area,900915,31.936913,81.154892
P00636,Nagpur,Maharashtra,Central Area,872930,32.154462,78.380933
P00637,Kolkata,West Bengal,New Town,464893,13.064276,68.751414
P00638,Cuttack,Odisha,Central Area,574417,28.819898,85.962562
P00639,Ranchi,Jharkhand,Morabadi,398164,14.933878,89.593579
P00640,Chennai,Tamil Nadu,Velachery,641524,26.131293,93.581631
P00641,Kochi,Kerala,Edappally,264981,20.647439,92.200834
P00642,Kochi,Kerala,Kakkanad,689776,28.563542,86.8784
P00643,Nagpur,Maharashtra,Central Area,658951,26.115689,96.99911
P00644,Pune,Maharashtra,Kothrud,166719,29.794683,75.923852
P00645,Mysuru,Karnataka,Central Area,551197,15.924449,86.141917
P00646,Udaipur,Rajasthan,Central Area,334596,17.973833,80.696196
P00647,Kolkata,West Bengal,Salt Lake,177527,17.335863,76.252655
P00648,Pune,Maharashtra,Baner,664099,21.289827,77.012001
P00649,Ghaziabad,Uttar Pradesh,Central Area,476785,33.251375,96.791953
P00650,Coimbatore,Tamil Nadu,Central Area,802422,22.311909,95.968559
P00651,Jamshedpur,Jharkhand,Central Area,227611,14.793157,74.586154
P00652,Vadodara,Gujarat,Central Area,863754,12.692188,96.266586
P00653,Udaipur,Rajasthan,Central Area,680376,13.841329,85.494767
P00654,Noida,Uttar Pradesh,Sector 18,644060,24.845388,81.349338
P00655,Delhi,Delhi,Dwarka,900303,21.309156,84.281934
P00656,Ranchi,Jharkhand,Morabadi,824916,12.1489,86.168936
P00657,Jamshedpur,Jharkhand,Central Area,927029,11.722115,96.321566
P00658,Noida,Uttar Pradesh,Sector 18,106293,31.639651,69.056625
P00659,Jamshedpur,Jharkhand,Central Area,703441,10.332589,75.232529
P00660,Ahmedabad,Gujarat,Satellite,886184,32.007936,95.634127
P00661,Bhopal,Madhya Pradesh,Central Area,343448,34.533891,95.738646
P00662,Howrah,West Bengal,Central Area,394415,33.994101,86.185816
P00663,Thiruvananthapuram,Kerala,Central Area,570501,14.874449,95.25767
P00664,Indore,Madhya Pradesh,Central Area,432431,14.825314,83.509979
P00665,Delhi,Delhi,Rohini,211954,8.028762,71.661873
P00666,Jamshedpur,Jharkhand,Central Area,933133,13.953285,73.887552
P00667,Pune,Maharashtra,Wakad,630256,9.705156,95.314948
P00668,Kolkata,West Bengal,Park Street,901981,33.584905,75.175224
P00669,Chandigarh,Chandigarh,Central Area,429246,23.301421,93.824029
P00670,Mysuru,Karnataka,Central Area,435919,17.847165,74.944309
P00671,Warangal,Telangana,Central Area,748157,32.130359,83.644153
P00672,Howrah,West Bengal,Central Area,354965,12.294345,74.809967
P00673,Cuttack,Odisha,Central Area,547324,31.188738,72.985463
P00674,Howrah,West Bengal,Central Area,760586,12.20015,72.492178
P00675,Hyderabad,Telangana,Gachibowli,856509,19.97356,78.154807
P00676,Chandigarh,Chandigarh,Central Area,994970,21.030856,78.498839
P00677,Kolkata,West Bengal,Salt Lake,998690,11.217504,68.224817
P00678,Chandigarh,Chandigarh,Central Area,338984,28.170577,83.978732
P00679,Nagpur,Maharashtra,Central Area,562247,29.751209,85.17411
P00680,Noida,Uttar Pradesh,Sector 18,607991,31.253322,79.861594
P00681,Kochi,Kerala,Marine Drive,922243,8.148521,88.282835
P00682,Kochi,Kerala,Marine Drive,607183,8.980559,90.550886
P00683,Mysuru,Karnataka,Central Area,953155,15.002164,78.464112
P00684,Warangal,Telangana,Central Area,184074,25.533362,89.507262
P00685,Bhopal,Madhya Pradesh,Central Area,315209,29.622144,87.050217
P00686,Jamshedpur,Jharkhand,Central Area,228892,22.406795,96.128387
P00687,Indore,Madhya Pradesh,Central Area,440000,15.627783,70.52735
P00688,Pune,Maharashtra,Wakad,619342,29.363278,73.716549
P00689,Coimbatore,Tamil Nadu,Central Area,991325,33.161051,93.554615
P00690,Indore,Madhya Pradesh,Central Area,699632,19.581069,93.988926
P00691,Ranchi,Jharkhand,Lalpur,577199,23.522117,88.880968
P00692,Bhubaneswar,Odisha,Patia,917979,21.952204,75.015518
P00693,Pune,Maharashtra,Hinjewadi,437532,29.058328,94.258452
P00694,Bengaluru,Karnataka,Whitefield,119536,17.478792,74.40133
